Date :,2/7/20 12:24,,,,,,,,,,,
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,59,1,1.7,0.09,8.5,194.85,0,1286
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,60,1,2.5,0.13,12.5,107.5,0,619
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,Tone-5,2,10.767,0.56,53.83,19.31,0,274
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,Trace-5,2,19.633,1.02,98.17,0.65,0,37
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,61,1,20,1.04,100,0.03,0,12
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,62,2,16.7,0.87,83.5,3.35,0,81
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,63,2,17.533,0.91,87.67,2.24,0,74
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,64,3,17.933,0.93,89.67,4.03,0,209
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,65,2,17.8,0.93,89,2.75,0,71
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,66,3,18.7,0.97,93.5,1.89,0,66
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,67,2,18.967,0.99,94.83,1.35,0,65
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,68,2,17.533,0.91,87.67,4.29,0,151
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,69,4,6.833,0.36,34.17,51.83,0,392
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,70,1,1.3,0.07,6.5,96.27,0,433
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,71,2,6.933,0.36,34.67,87.61,0,599
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,72,0,0,0,0,87.64,0,432
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,Tone-6,3,16.9,0.88,84.5,8.26,0,305
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,Trace-6,2,17.467,0.91,87.33,3.36,0,123
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,73,3,16.033,0.84,80.17,7.84,0,140
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,74,3,8.7,0.45,43.5,42.1,0,403
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,75,3,8.4,0.44,42,57.47,0,530
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,76,3,16.433,0.86,82.17,5.96,0,114
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,77,1,19.833,1.03,99.17,0.34,0,69
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,78,3,6.167,0.32,30.83,31.7,0,213
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,79,2,2.3,0.12,11.5,35.37,0,251
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,80,1,1.033,0.05,5.17,46.86,0,299
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,81,3,8,0.42,40,52.67,0,337
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,82,1,1.333,0.07,6.67,63.36,0,370
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,83,3,3.467,0.18,17.33,47.99,0,348
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber2,258,squad-1,84,0,0,0,0,68.61,0,222
,,,,,,,,,,,,
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,1,0,0,0,0,258.8,0,1046
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,2,0,0,0,0,283.52,0,1548
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,3,1,2.667,0.14,13.33,313.48,0,1687
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,4,2,2.467,0.13,12.33,89.79,0,693
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,5,1,2.267,0.12,11.33,103.89,0,946
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,6,1,2.4,0.13,12,199.18,0,1373
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,7,1,1.5,0.08,7.5,108.38,0,998
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,8,2,4.6,0.24,23,43.82,0,375
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,9,0,0,0,0,314.64,0,1455
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,10,0,0,0,0,409.38,0,1753
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,11,2,5.1,0.27,25.5,142.93,0,1075
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,12,3,6,0.31,30,103.59,0,884
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Tone-1,2,7.567,0.39,37.83,146.96,0,1129
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Trace-1,1,5.133,0.27,25.67,231.2,0,1509
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,13,3,7.967,0.41,39.83,159.85,0,1080
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,14,1,1.833,0.1,9.17,257.35,0,1431
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,15,1,1.4,0.07,7,317.66,0,1589
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,16,4,10.067,0.52,50.33,150.75,0,1465
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,17,2,4.667,0.24,23.33,319.47,0,1505
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,18,2,7.733,0.4,38.67,173.69,0,1210
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,19,3,5.733,0.3,28.67,99.78,0,991
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,20,3,13.333,0.69,66.67,26.76,0,383
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,21,3,8.5,0.44,42.5,41.84,0,661
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,22,2,2.9,0.15,14.5,249.88,0,1310
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,23,2,5.833,0.3,29.17,220.43,0,1262
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,24,3,9.467,0.49,47.33,93.53,0,682
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Tone-2,5,12.8,0.67,64,33.47,0,503
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Trace-2,3,16.967,0.88,84.83,14.61,0,447
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,25,0,0,0,0,348.21,0,1661
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,26,1,3.5,0.18,17.5,125.16,0,1001
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,27,4,8.933,0.47,44.67,96.79,0,867
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,28,2,4.6,0.24,23,147.44,0,982
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,29,4,6,0.31,30,245.19,0,1578
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,30,3,13.833,0.72,69.17,44.9,0,843
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,31,2,9.933,0.52,49.67,57.7,0,454
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,32,2,6.6,0.34,33,71.13,0,543
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,33,2,3.4,0.18,17,272.74,0,1170
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,34,4,8.167,0.43,40.83,98.47,0,951
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,35,4,16.2,0.84,81,14.44,0,376
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,36,2,4.933,0.26,24.67,78.98,0,800
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Tone-3,3,9.4,0.49,47,31.6,0,416
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Trace-3,3,14.933,0.78,74.67,31.79,0,423
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,37,3,11.2,0.58,56,39.13,0,470
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,38,3,14.533,0.76,72.67,19,0,334
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,39,2,13.433,0.7,67.17,69.38,0,827
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,40,4,9.667,0.5,48.33,16.15,0,206
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,41,4,12.233,0.64,61.17,60.61,0,821
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,42,2,7.1,0.37,35.5,47.14,0,303
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,43,2,7.467,0.39,37.33,66.05,0,585
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,44,3,8.633,0.45,43.17,43.44,0,566
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,45,2,3.6,0.19,18,132.75,0,1162
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,46,1,5.4,0.28,27,117.82,0,1032
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,47,2,10.867,0.57,54.33,47.51,0,561
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,48,2,5.4,0.28,27,283.14,0,1963
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Tone-4,4,7.1,0.37,35.5,71.84,0,1359
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Trace-4,2,14.6,0.76,73,13.79,0,219
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,49,1,13.3,0.69,66.5,34.12,0,479
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,50,0,0,0,0,326.37,0,1695
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,51,1,3.9,0.2,19.5,207.25,0,1316
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,52,1,4.467,0.23,22.33,269.47,0,1620
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,53,4,8.267,0.43,41.33,46.81,0,454
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,54,2,8.167,0.43,40.83,190.43,0,1327
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,55,1,2.233,0.12,11.17,192.14,0,1502
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,56,3,5.4,0.28,27,123,0,948
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,57,4,15.367,0.8,76.83,17.55,0,310
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,58,1,1.067,0.06,5.33,134.69,0,625
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,59,6,13.2,0.69,66,23.03,0,420
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,60,4,7.833,0.41,39.17,63.08,0,624
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Tone-5,2,19.7,1.03,98.5,1.55,0,164
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Trace-5,4,13.633,0.71,68.17,16.45,0,642
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,61,3,15.9,0.83,79.5,15.24,0,615
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,62,2,3.567,0.19,17.83,147.78,0,990
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,63,1,20,1.04,100,0.02,0,8
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,64,5,5.867,0.31,29.33,29.21,0,509
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,65,4,6.5,0.34,32.5,39.84,0,319
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,66,1,1.067,0.06,5.33,93.2,0,394
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,67,2,5.733,0.3,28.67,65.17,0,671
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,68,2,8.667,0.45,43.33,49.3,0,578
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,69,2,4.6,0.24,23,130.12,0,852
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,70,1,4.6,0.24,23,91.87,0,1174
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,71,2,2.4,0.13,12,129.7,0,1056
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,72,2,5.633,0.29,28.17,145.51,0,1261
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Tone-6,4,11.733,0.61,58.67,23.52,0,350
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,Trace-6,1,8.2,0.43,41,77.02,0,811
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,73,2,3.433,0.18,17.17,89.84,0,951
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,74,1,1.933,0.1,9.67,67.63,0,328
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,75,2,9.667,0.5,48.33,38.59,0,423
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,76,2,3.567,0.19,17.83,103.83,0,623
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,77,0,0,0,0,274.28,0,1303
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,78,1,1.8,0.09,9,302.65,0,1333
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,79,2,4.8,0.25,24,134.66,0,1202
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,80,1,10.567,0.55,52.83,28.35,0,523
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,81,1,2,0.1,10,44.72,0,373
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,82,1,1.8,0.09,9,75.28,0,327
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,83,1,1.667,0.09,8.33,92.15,0,312
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber3,272,squad-1,84,2,6.233,0.32,31.17,71.94,0,711
,,,,,,,,,,,,
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,1,0,0,0,0,341.22,0,1754
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,2,0,0,0,0,325.5,0,1332
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,3,3,4.633,0.24,23.17,72.62,0,528
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,4,2,4.5,0.23,22.5,259.12,0,1304
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,5,5,6.233,0.32,31.17,84.05,0,1310
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,6,5,6.8,0.35,34,13.9,0,143
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,7,1,1.267,0.07,6.33,148.82,0,810
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,8,2,3.2,0.17,16,27.06,0,356
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,9,1,3.533,0.18,17.67,147.47,0,1027
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,10,1,1.433,0.07,7.17,192.13,0,1195
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,11,1,1.6,0.08,8,154.36,0,1411
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,12,0,0,0,0,83.64,0,676
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Tone-1,6,14.5,0.76,72.5,12.46,0,291
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Trace-1,3,11.5,0.6,57.5,62.77,0,909
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,13,3,5.733,0.3,28.67,46.1,0,908
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,14,4,9,0.47,45,43.16,0,825
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,15,4,6.4,0.33,32,35.7,0,432
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,16,3,9.767,0.51,48.83,63.74,0,834
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,17,2,4.4,0.23,22,96.66,0,878
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,18,2,2.133,0.11,10.67,328.18,0,1635
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,19,1,1.067,0.06,5.33,234.58,0,1197
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,20,0,0,0,0,180.9,0,1159
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,21,1,1.6,0.08,8,221.75,0,1649
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,22,4,7.7,0.4,38.5,43.52,0,698
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,23,3,4.8,0.25,24,70.03,0,612
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,24,2,4.7,0.24,23.5,137.17,0,1029
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Tone-2,2,12.867,0.67,64.33,19.18,0,487
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Trace-2,3,12.5,0.65,62.5,14.72,0,232
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,25,4,8.6,0.45,43,30.98,0,324
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,26,4,12.867,0.67,64.33,73.73,0,841
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,27,3,13.133,0.68,65.67,32.67,0,531
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,28,1,1.467,0.08,7.33,131.52,0,913
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,29,2,4.233,0.22,21.17,123.17,0,828
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,30,4,8.133,0.42,40.67,57,0,691
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,31,2,10.133,0.53,50.67,60.93,0,1238
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,32,3,6.3,0.33,31.5,85.14,0,566
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,33,2,3.267,0.17,16.33,88.23,0,995
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,34,1,1.433,0.07,7.17,135.06,0,972
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,35,0,0,0,0,101.92,0,626
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,36,2,2.6,0.14,13,98.82,0,777
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Tone-3,3,16.5,0.86,82.5,8.22,0,243
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Trace-3,4,13.667,0.71,68.33,11.21,0,218
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,37,3,9.033,0.47,45.17,29.49,0,522
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,38,3,5.3,0.28,26.5,73.45,0,556
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,39,2,2.733,0.14,13.67,115.19,0,749
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,40,3,3.367,0.18,16.83,158.91,0,1249
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,41,4,8.733,0.45,43.67,42.84,0,685
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,42,6,14.933,0.78,74.67,9.74,0,210
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,43,6,12.567,0.65,62.83,14.81,0,199
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,44,4,9.667,0.5,48.33,31.25,0,510
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,45,6,11.7,0.61,58.5,9.11,0,128
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,46,3,6,0.31,30,36.62,0,224
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,47,1,1.667,0.09,8.33,82.78,0,357
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,48,1,1.067,0.06,5.33,70.94,0,266
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Tone-4,5,10.7,0.56,53.5,10.77,0,133
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Trace-4,3,4.1,0.21,20.5,51.93,0,760
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,49,3,7.2,0.38,36,102.84,0,1189
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,50,4,12.533,0.65,62.67,16.07,0,252
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,51,3,7.033,0.37,35.17,47.07,0,566
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,52,5,9.5,0.49,47.5,23.17,0,193
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,53,0,0,0,0,37.42,0,589
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,54,2,4.333,0.23,21.67,32.71,0,255
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,55,1,1.1,0.06,5.5,61.77,0,316
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,56,1,1.2,0.06,6,61.56,0,438
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,57,2,3.633,0.19,18.17,85.5,0,1090
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,58,6,15.633,0.81,78.17,3.71,0,74
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,59,3,3.7,0.19,18.5,57.29,0,415
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,60,0,0,0,0,154.8,0,904
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Tone-5,3,5.467,0.28,27.33,94.41,0,2006
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Trace-5,8,15.2,0.79,76,5.33,0,94
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,61,5,15,0.78,75,8.16,0,135
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,62,4,14.6,0.76,73,6.29,0,119
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,63,3,13.833,0.72,69.17,17.09,0,331
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,64,2,5.167,0.27,25.83,43.09,0,368
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,65,1,1.1,0.06,5.5,122.47,0,717
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,66,2,5.667,0.3,28.33,50.98,0,743
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,67,3,6.733,0.35,33.67,58.34,0,736
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,68,5,12.667,0.66,63.33,6.87,0,117
