Date :,2/7/20 12:24,,,,,,,,,,,
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,69,5,11.9,0.62,59.5,39.28,0,499
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,70,1,1.3,0.07,6.5,99.34,0,894
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,71,4,8.467,0.44,42.33,37.55,0,642
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,72,1,2.333,0.12,11.67,31.23,0,182
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Tone-6,5,18.267,0.95,91.33,1.86,0,81
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,Trace-6,2,2.8,0.15,14,28.61,0,174
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,73,0,0,0,0,83.79,0,498
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,74,2,4.067,0.21,20.33,64.5,0,582
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,75,2,14.267,0.74,71.33,20.69,0,604
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,76,3,14.167,0.74,70.83,7.66,0,180
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,77,1,3.367,0.18,16.83,27.96,0,203
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,78,1,1.567,0.08,7.83,22.47,0,147
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,79,0,0,0,0,71.82,0,438
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,80,1,3.167,0.16,15.83,66.05,0,516
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,81,2,4.633,0.24,23.17,32.19,0,434
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,82,5,13.3,0.69,66.5,15.39,0,399
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,83,2,16.8,0.88,84,4.18,0,117
2020-02-07 TFC 3shock TONE TEST session ,1,Chamber4,273,squad-1,84,4,15.267,0.8,76.33,8.73,0,231
,,,,,,,,,,,,
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,1,4,8.533,0.44,42.67,21.04,0,234
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,2,3,16.667,0.87,83.33,5.8,0,147
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,3,1,5.433,0.28,27.17,38.78,0,376
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,4,5,11.9,0.62,59.5,18.07,0,301
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,5,5,9.5,0.49,47.5,32.83,0,370
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,6,1,2.067,0.11,10.33,255.17,0,1122
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,7,1,1.6,0.08,8,142.23,0,733
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,8,4,7.233,0.38,36.17,19.62,0,309
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,9,2,2.833,0.15,14.17,78.14,0,575
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,10,7,14.233,0.74,71.17,15.45,0,834
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,11,2,8.133,0.42,40.67,96.01,0,6258
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,12,3,12.967,0.68,64.83,18.38,0,373
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Tone-1,2,15.833,0.82,79.17,7.12,0,227
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Trace-1,3,14.6,0.76,73,13.15,0,242
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,13,3,17.167,0.89,85.83,5.65,0,294
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,14,2,14.667,0.76,73.33,22.04,0,240
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,15,2,12.6,0.66,63,24.33,0,298
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,16,3,13.467,0.7,67.33,19.56,0,207
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,17,3,15.133,0.79,75.67,13.46,0,342
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,18,2,18.067,0.94,90.33,2.81,0,117
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,19,3,14.567,0.76,72.83,16.66,0,238
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,20,3,14.133,0.74,70.67,20.77,0,271
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,21,2,18.633,0.97,93.17,6,0,384
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,22,2,8.8,0.46,44,80.97,0,837
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,23,2,6.6,0.34,33,167.82,0,1228
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,24,2,7.7,0.4,38.5,88.89,0,672
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Tone-2,2,17.633,0.92,88.17,10.37,0,306
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Trace-2,3,6.4,0.33,32,46.45,0,502
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,25,1,7.9,0.41,39.5,80.96,0,631
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,26,3,8.3,0.43,41.5,55.26,0,748
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,27,1,6.167,0.32,30.83,33.48,0,257
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,28,3,11.833,0.62,59.17,17.15,0,247
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,29,1,1.333,0.07,6.67,325.36,0,1700
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,30,3,6.633,0.35,33.17,135.36,0,1143
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,31,2,4.333,0.23,21.67,75.26,0,512
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,32,1,1.067,0.06,5.33,234.73,0,2666
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,33,0,0,0,0,152.28,0,1141
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,34,3,6.033,0.31,30.17,160.44,0,1291
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,35,1,6.833,0.36,34.17,103.57,0,939
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,36,2,3.333,0.17,16.67,78.6,0,482
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Tone-3,3,15.4,0.8,77,8.97,0,220
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Trace-3,3,15.4,0.8,77,9.14,0,182
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,37,4,11.633,0.61,58.17,24.53,0,344
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,38,2,3.867,0.2,19.33,81.09,0,437
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,39,1,1.533,0.08,7.67,73.87,0,471
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,40,2,4.033,0.21,20.17,77.3,0,460
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,41,3,15.067,0.78,75.33,13.11,0,259
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,42,3,11.367,0.59,56.83,16.31,0,214
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,43,4,11.767,0.61,58.83,29.85,0,329
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,44,7,14.933,0.78,74.67,9.47,0,174
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,45,4,16.2,0.84,81,5.43,0,195
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,46,2,18.167,0.95,90.83,4.38,0,212
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,47,2,10.2,0.53,51,38.43,0,643
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,48,2,3.967,0.21,19.83,88.42,0,580
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Tone-4,1,20,1.04,100,0,0,0
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Trace-4,3,16.9,0.88,84.5,4.97,0,161
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,49,2,15.8,0.82,79,9.9,0,250
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,50,4,16.367,0.85,81.83,5.01,0,114
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,51,2,13.7,0.71,68.5,12.48,0,273
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,52,2,8.667,0.45,43.33,51.95,0,391
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,53,1,3.2,0.17,16,124.76,0,728
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,54,5,15.833,0.82,79.17,14.5,0,224
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,55,3,12,0.63,60,22.32,0,294
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,56,3,14.5,0.76,72.5,16.05,0,248
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,57,3,11.233,0.59,56.17,21.57,0,280
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,58,4,17.3,0.9,86.5,3.37,0,118
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,59,4,17.833,0.93,89.17,3.04,0,121
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,60,2,19.1,0.99,95.5,0.97,0,98
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Tone-5,2,19.667,1.02,98.33,0.97,0,99
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Trace-5,3,6.9,0.36,34.5,17.52,0,189
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,61,2,15.7,0.82,78.5,9.6,0,155
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,62,1,14.967,0.78,74.83,8.18,0,166
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,63,3,5,0.26,25,43.65,0,355
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,64,2,11.167,0.58,55.83,22.59,0,233
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,65,0,0,0,0,138.09,0,857
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,66,1,5.1,0.27,25.5,109.86,0,655
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,67,4,11.233,0.59,56.17,26.99,0,280
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,68,2,2.5,0.13,12.5,46.72,0,323
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,69,0,0,0,0,73.59,0,425
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,70,0,0,0,0,78.54,0,248
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,71,0,0,0,0,80.46,0,336
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,72,0,0,0,0,65.95,0,237
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Tone-6,4,18.067,0.94,90.33,8.54,0,432
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,Trace-6,2,17.033,0.89,85.17,2.16,0,100
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,73,2,14.667,0.76,73.33,11.97,0,192
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,74,2,10.333,0.54,51.67,65.94,0,763
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,75,2,7.533,0.39,37.67,39.95,0,461
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,76,5,14.733,0.77,73.67,11.19,0,236
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,77,3,18.233,0.95,91.17,3.11,0,140
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,78,2,19.633,1.02,98.17,0.62,0,75
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,79,5,17.133,0.89,85.67,5.88,0,153
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,80,2,19.4,1.01,97,0.37,0,37
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,81,3,19.2,1,96,0.68,0,53
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,82,1,20,1.04,100,0.02,0,7
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,83,3,12.667,0.66,63.33,12.5,0,177
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber1,277,squad-1,84,3,11.667,0.61,58.33,13.25,0,147
,,,,,,,,,,,,
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,1,0,0,0,0,115.14,0,621
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,2,2,4.367,0.23,21.83,110.24,0,747
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,3,1,1.1,0.06,5.5,305.19,0,1985
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,4,1,1.367,0.07,6.83,161.31,0,810
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,5,4,4.933,0.26,24.67,101.21,0,1198
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,6,1,1.033,0.05,5.17,111.36,0,1365
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,7,2,4.533,0.24,22.67,29.33,0,236
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,8,1,1.6,0.08,8,167.56,0,1111
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,9,1,1.167,0.06,5.83,333.56,0,1990
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,10,0,0,0,0,371.61,0,1534
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,11,4,6.767,0.35,33.83,89.73,0,1069
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,12,1,3.033,0.16,15.17,271.64,0,1493
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Tone-1,6,10.233,0.53,51.17,40.83,0,579
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Trace-1,2,5.167,0.27,25.83,141.96,0,1047
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,13,2,3.2,0.17,16,79.52,0,1049
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,14,2,2.467,0.13,12.33,47.01,0,759
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,15,3,8.767,0.46,43.83,71.77,0,999
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,16,1,2.533,0.13,12.67,163.33,0,1095
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,17,1,1.267,0.07,6.33,177.97,0,1082
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,18,2,3.5,0.18,17.5,79.92,0,439
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,19,0,0,0,0,194.27,0,1199
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,20,2,3.833,0.2,19.17,234.06,0,1422
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,21,3,5.267,0.27,26.33,168.1,0,1254
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,22,3,5.9,0.31,29.5,85.43,0,604
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,23,4,6.433,0.34,32.17,45.36,0,404
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,24,2,2.4,0.13,12,164.11,0,1700
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Tone-2,4,14.733,0.77,73.67,29.49,0,463
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Trace-2,1,5.333,0.28,26.67,59.81,0,497
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,25,5,8.2,0.43,41,31.67,0,275
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,26,2,3.1,0.16,15.5,117.37,0,748
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,27,2,5.467,0.28,27.33,130.38,0,831
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,28,4,9.567,0.5,47.83,52.52,0,450
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,29,7,13.9,0.72,69.5,10.07,0,195
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,30,4,11.2,0.58,56,65.91,0,856
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,31,2,4,0.21,20,43.7,0,300
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,32,0,0,0,0,81.76,0,324
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,33,1,1.467,0.08,7.33,76.72,0,611
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,34,0,0,0,0,221.58,0,1014
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,35,4,9.8,0.51,49,45.06,0,635
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,36,2,2.567,0.13,12.83,122.5,0,991
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Tone-3,3,13.167,0.69,65.83,14.82,0,306
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Trace-3,3,5.7,0.3,28.5,55.21,0,355
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,37,1,1.067,0.06,5.33,137.64,0,632
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,38,2,5.3,0.28,26.5,201.23,0,1191
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,39,3,14.033,0.73,70.17,13.83,0,215
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,40,1,1.667,0.09,8.33,94.27,0,619
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,41,0,0,0,0,78.02,0,268
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,42,0,0,0,0,80.16,0,376
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,43,1,1.8,0.09,9,81,0,265
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,44,1,2.167,0.11,10.83,61.53,0,287
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,45,1,1.767,0.09,8.83,61.19,0,266
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,46,3,12.767,0.66,63.83,17.46,0,339
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,47,1,2.4,0.13,12,58.41,0,456
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,48,5,9.933,0.52,49.67,12.05,0,245
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Tone-4,3,15.7,0.82,78.5,5.91,0,219
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Trace-4,4,17,0.89,85,3.7,0,133
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,49,5,17.933,0.93,89.67,2.01,0,87
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,50,1,12.467,0.65,62.33,33.71,0,594
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,51,1,1.167,0.06,5.83,154.22,0,861
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,52,2,3.1,0.16,15.5,58.89,0,439
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,53,3,10.167,0.53,50.83,42.99,0,711
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,54,3,4.033,0.21,20.17,52,0,422
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,55,6,18.267,0.95,91.33,3.76,0,105
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,56,6,18.667,0.97,93.33,1.06,0,52
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,57,5,19.433,1.01,97.17,1.37,0,76
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,58,1,16.4,0.85,82,10.42,0,214
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,59,0,0,0,0,74.61,0,407
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,60,2,2.8,0.15,14,50.69,0,239
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Tone-5,4,8.067,0.42,40.33,34.4,0,247
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Trace-5,2,4.133,0.22,20.67,40.89,0,558
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,61,8,12.067,0.63,60.33,7.59,0,88
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,62,4,17.5,0.91,87.5,4.07,0,130
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,63,8,16.033,0.84,80.17,4.8,0,109
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,64,4,15.233,0.79,76.17,5.26,0,177
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,65,2,12.133,0.63,60.67,18.28,0,268
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,66,0,0,0,0,63.14,0,257
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,67,0,0,0,0,55.49,0,323
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,68,2,3.133,0.16,15.67,68.04,0,604
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,69,1,1.267,0.07,6.33,95.4,0,755
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,70,3,6.7,0.35,33.5,81.72,0,766
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,71,4,15.233,0.79,76.17,4.47,0,121
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,72,4,16.467,0.86,82.33,3.7,0,132
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Tone-6,3,17.1,0.89,85.5,4.25,0,117
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,Trace-6,1,20,1.04,100,0.09,0,8
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,73,1,20,1.04,100,0.03,0,8
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,74,3,19.567,1.02,97.83,0.85,0,71
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,75,1,8.267,0.43,41.33,48.2,0,521
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,76,3,4.4,0.23,22,53.27,0,465
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,77,5,11.267,0.59,56.33,12.73,0,152
2020-02-07 TFC 3shock TONE TEST session ,2,Chamber2,278,squad-1,78,1,20,1.04,100,0,0,0
